Date,Open Price,High_Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
21-Dec-18,11288,11312.3,10956.05,11011.7,11040.25691,1592,484,17576089,464,29.15,356.25,-276.3
20-Dec-18,11099,11408.8,11099,11206.6,11293.77831,2296,591,25930515,742,32.32,309.8,107.6
19-Dec-18,11155,11700.05,11130.45,11181.9,11184.30247,1663,433,18599495,623,37.46,569.6,26.9
18-Dec-18,11186.85,11279,11026.35,11093.4,11142.5728,1566,477,17449269,500,31.93,252.65,-93.45
17-Dec-18,11066,11290,11066,11181.95,11257.629,8469,850,95340860,5948,70.23,224,115.95
14-Dec-18,10999,11162.9,10915.95,10972.55,10988.35419,2174,532,23888682,919,42.27,246.95,-26.45
13-Dec-18,10903,11191,10899,10990.5,11008.92031,4091,934,45037493,1616,39.5,292,87.5
12-Dec-18,10603,10875.5,10602.65,10826.15,10822.71748,2552,804,27619575,792,31.03,272.85,223.15
11-Dec-18,10380,10798.35,10339.2,10633.3,10683.19251,3496,931,37348441,1399,40.02,459.15,253.3
10-Dec-18,10399,10428.7,10279.05,10380.05,10370.05101,3705,598,38421039,2164,58.41,149.65,-18.95
07-Dec-18,10433,10530,10374.3,10402.75,10410.70619,6351,1131,66118395,3574,56.27,155.7,-30.25
06-Dec-18,10440,10440,10245.95,10304.3,10315.6533,2244,389,23148326,819,36.5,194.05,-135.7
05-Dec-18,10559.25,10562.95,10446.3,10484.55,10496.44788,1295,331,13592900,395,30.5,116.65,-74.7
04-Dec-18,10755.8,10760,10560.4,10589.65,10631.13219,1112,289,11821819,395,35.52,199.6,-166.15
03-Dec-18,10809.1,10821.7,10648.85,10746.65,10723.43553,1970,489,21125168,464,23.55,172.85,-62.45
30-Nov-18,10660,10800,10595.2,10718.95,10703.31712,4339,596,46441693,2260,52.09,204.8,58.95
29-Nov-18,10758,10758,10400,10603.55,10577.26546,39727,1756,420203025,34585,87.06,358,-154.45
28-Nov-18,10525,10745.75,10525,10702.05,10664.94589,51322,1459,547346353,47966,93.46,220.75,177.05
27-Nov-18,10450,10600,10284.55,10518.75,10512.44292,2908,615,30570184,1640,56.4,315.45,68.75
26-Nov-18,10358.2,10538,10300.9,10449.85,10442.6302,34056,746,355634214,32166,94.45,237.1,91.65
22-Nov-18,10270,10448.6,10238.35,10313,10358.80922,2322,646,24053155,344,14.81,210.25,43
21-Nov-18,10266.25,10341.45,10195.25,10257.4,10257.03996,1076,311,11036575,306,28.44,146.2,-8.85
20-Nov-18,10498.9,10500.05,10170,10249,10319.3329,4656,1080,48046814,1923,41.3,330.05,-249.9
19-Nov-18,10671,10777,10164.85,10359.6,10358.72283,3561,1058,36887412,998,28.03,612.15,-311.4
16-Nov-18,10500,10694.9,10395,10655.05,10593.89258,4971,1288,52662240,1234,24.82,299.9,155.05
15-Nov-18,10418.3,10486.1,10334,10447.8,10437.51197,4594,794,47949930,2238,48.72,152.1,29.5
14-Nov-18,10227.85,10448,10158.95,10385.95,10321.73848,7380,901,76174430,4685,63.48,289.05,158.1
13-Nov-18,10140.3,10235.65,10096.4,10165.45,10162.89403,2397,518,24360457,846,35.29,139.25,25.15
12-Nov-18,10299,10339.7,10069.1,10116.5,10235.0591,27192,1090,278311727,24643,90.63,270.6,-182.5
09-Nov-18,10274.05,10371.4,10160,10224.05,10241.19158,1425,387,14593698,640,44.91,211.4,-50
07-Nov-18,10168,10256,10100.05,10235.95,10230.37356,522,168,5340255,284,54.41,155.95,67.95
06-Nov-18,10350,10407.35,10090.25,10168.85,10229.20664,11866,675,121379766,10184,85.83,317.1,-181.15
05-Nov-18,10234.5,10395,10230,10321.4,10314.67094,3045,625,31408173,758,24.89,165,86.9
02-Nov-18,10041.75,10329,9993.65,10230.1,10219.9172,20821,1323,212788896,14018,67.33,335.35,188.35
01-Nov-18,10329,10329,9902,9956.05,10116.85632,3647,964,36896175,1145,31.4,427,-372.95
31-Oct-18,9740,10145,9733.4,10122.1,10055.37009,9033,2257,90830158,3861,42.74,411.6,382.1
30-Oct-18,9740,9761.65,9628.6,9712.55,9733.400357,10086,381,98171076,9516,94.35,133.05,-27.45
29-Oct-18,9800,9863,9610,9697.45,9764.868476,11055,1998,107950621,4577,41.4,253,-102.55
26-Oct-18,9560.75,9700,9462.45,9540.45,9581.229381,2825,821,27066973,515,18.23,237.55,-20.3
25-Oct-18,9490,9580,9427.75,9517.3,9501.36827,2786,626,26470812,1221,43.83,152.25,27.3
24-Oct-18,9350,9600,9350,9520.7,9517.32193,31951,1024,304087953,29419,92.08,250,170.7
23-Oct-18,9205,9544.6,9205,9342.35,9403.430417,6812,1426,64056168,3628,53.26,339.6,137.35
22-Oct-18,9730,9849,9600.75,9646.5,9677.407583,2110,407,20419330,931,44.12,248.25,-83.5
19-Oct-18,9650.5,9671.95,9480.5,9602.8,9603.411626,23672,854,227331960,20632,87.16,191.45,-47.7
17-Oct-18,9820.35,9865.85,9685,9720.8,9738.64802,3611,545,35166258,1044,28.91,180.85,-99.55
16-Oct-18,9667,9755.5,9636.4,9734.2,9715.867758,2382,472,23143197,1124,47.19,119.1,67.2
15-Oct-18,9724.05,9724.05,9550.95,9666.4,9645.672078,1848,493,17825202,509,27.54,173.1,-57.65
12-Oct-18,9499,9750,9410,9700.75,9610.120226,7095,1099,68183803,2085,29.39,340,201.75
11-Oct-18,9301.05,9520,9080.1,9373.55,9284.23535,5239,1161,48640109,1409,26.89,439.9,72.5
10-Oct-18,9466,9650,9425.1,9526.3,9583.867902,6692,1318,64135244,3354,50.12,224.9,60.3
09-Oct-18,9400,9581,9250,9487.15,9389.094384,4683,1226,43969129,1144,24.43,331,87.15
08-Oct-18,9400,9487.75,9241.5,9385.05,9376.216073,5475,1058,51334783,1617,29.53,246.25,-14.95
05-Oct-18,9205.05,9489.95,9150,9386.15,9317.920403,6156,1493,57361118,1243,20.19,339.95,181.1
04-Oct-18,9340,9445.9,9100.65,9361.7,9307.147749,8440,1927,78552327,2156,25.55,345.25,21.7
03-Oct-18,9625.1,9625.1,9323,9344.05,9441.77232,7146,1869,67470905,3987,55.79,302.1,-281.05
01-Oct-18,9750,9855,9475,9625.5,9584.919551,4189,1054,40151228,1924,45.93,380,-124.5
28-Sep-18,9699,9817.25,9575,9705.7,9686.343856,4435,1359,42958935,1051,23.7,242.25,6.7
27-Sep-18,9800,9840.85,9480.15,9564.2,9623.868532,3073,891,29574148,919,29.91,360.7,-235.8
26-Sep-18,9850,9850,9544.4,9707.25,9619.228981,6494,1316,62467273,3394,52.26,305.6,-142.75
25-Sep-18,9650,9840,9391.05,9727.05,9648.191872,10064,2330,97099403,2241,22.27,448.95,77.05
24-Sep-18,9869.3,9879.9,9610,9650.65,9715.384262,4791,1253,46546406,1241,25.9,269.9,-218.65
21-Sep-18,10209.15,10261.5,9211.3,9765.15,9815.195612,10848,2524,106475242,4003,36.9,1050.2,-444
19-Sep-18,10499,10499,10135,10152.7,10200.79841,2014,621,20544408,533,26.46,364,-346.3
18-Sep-18,10214.6,10463.95,10200,10280.25,10325.4442,4095,1022,42282694,876,21.39,263.95,65.65
17-Sep-18,10318.45,10318.45,10122,10165.5,10198.43748,2871,806,29279714,966,33.65,196.45,-152.95
14-Sep-18,10539,10565.5,10229.2,10341.5,10422.74299,3066,811,31956130,889,29,336.3,-197.5
12-Sep-18,10046.2,10460,10040.1,10371.45,10371.85441,16828,1743,174537566,11521,68.46,419.9,325.25
11-Sep-18,10332.85,10374.3,10030,10059.05,10157.16948,3617,895,36738482,1127,31.16,344.3,-273.8
10-Sep-18,10446.5,10520.05,10292.3,10325.6,10377.79446,4223,1011,43825426,1519,35.97,227.75,-120.9
07-Sep-18,10499.2,10650,10317.65,10446.5,10475.95337,14283,2190,149628042,6140,42.99,332.35,-52.7
06-Sep-18,10452,10554.95,10243.35,10336.55,10397.959,10635,2186,110582294,2235,21.02,311.6,-115.45
05-Sep-18,10831,10836.05,10180,10401.8,10434.93477,10946,2012,114220796,3591,32.81,656.05,-429.2
04-Sep-18,11330,11330,10782.15,10837.15,10937.93437,4312,1083,47164373,1509,35,547.85,-492.85
03-Sep-18,11700,11700,11260,11301.5,11378.5017,2059,476,23428335,858,41.67,440,-398.5
31-Aug-18,11335.05,11667.95,11335,11576.6,11550.65561,14797,1899,170915051,8708,58.85,332.95,241.55
30-Aug-18,11322.5,11455.95,11270.35,11288.7,11308.00296,1689,349,19099217,819,48.49,185.6,-33.8
29-Aug-18,11416.55,11515,11295,11322.5,11368.06031,3714,681,42220976,1603,43.16,220,-94.05
28-Aug-18,11333.2,11417.85,11301.05,11344.55,11346.42254,2440,357,27685271,1069,43.81,116.8,11.35
27-Aug-18,11395,11520.8,11300,11335,11379.76296,4940,642,56216029,2480,50.2,220.8,-60
24-Aug-18,11555,11555,11304.9,11369.3,11388.82402,3205,776,36501181,1120,34.95,250.1,-185.7
23-Aug-18,10885,11590,10885,11546.05,11367.9956,15918,3148,180955754,3815,23.97,705,661.05
21-Aug-18,10830.9,10988.85,10829.2,10887.8,10903.26015,2537,526,27661571,804,31.69,159.65,56.9
20-Aug-18,10888,10947.8,10843.7,10876.8,10889.60556,1800,384,19601290,661,36.72,104.1,-11.2
17-Aug-18,10887,10930.6,10797,10875.35,10856.06047,1935,393,21006477,565,29.2,133.6,-11.65
16-Aug-18,10888,10946.85,10800,10868.2,10882.53061,1568,400,17063808,320,20.41,146.85,-19.8
14-Aug-18,10838,10949.95,10788,10885.15,10895.39568,29463,461,321011043,28370,96.29,161.95,47.15
13-Aug-18,10800,10916.1,10695,10836,10734.6417,15261,810,163821367,12436,81.49,221.1,36
10-Aug-18,10900,11000,10655.3,10690.65,10774.58171,38760,1100,417622787,36611,94.46,344.7,-209.35
09-Aug-18,10771.35,10970,10771.35,10887,10940.47013,24034,731,262943259,21179,88.12,198.65,115.65
08-Aug-18,10630,10820,10568.55,10771.35,10730.99703,2691,710,28877113,772,28.69,251.45,141.35
07-Aug-18,10565.3,10647.55,10500,10530.55,10565.80688,2558,660,27027334,1042,40.73,147.55,-34.75
06-Aug-18,10485,10650,10400,10521.85,10540.18277,9323,1576,98266124,3297,35.36,250,36.85
03-Aug-18,10797,10823.05,10208.55,10313.3,10515.66838,11097,3036,116692372,2520,22.71,614.5,-483.7
02-Aug-18,10829.2,10862.6,10612.65,10755.2,10725.91741,3705,1191,39739524,1015,27.4,249.95,-74
01-Aug-18,10600,10888,10556.75,10805.25,10708.17031,5032,1245,53883513,1876,37.28,331.25,205.25
31-Jul-18,10154.1,10599,10118.25,10537.2,10443.24735,3679,927,38420707,1618,43.98,480.75,383.1
30-Jul-18,10270.25,10300.65,10086,10127.35,10157.76012,1605,524,16303205,682,42.49,214.65,-142.9
27-Jul-18,10333,10380.85,10164.3,10295.8,10285.05432,2246,503,23100232,833,37.09,216.55,-37.2
26-Jul-18,10222,10350,10200,10318.05,10308.95733,1125,329,11597577,503,44.71,150,96.05
25-Jul-18,10330.7,10352.1,10192.55,10269.55,10287.63745,924,258,9505777,410,44.37,159.55,-61.15
24-Jul-18,10469.9,10469.9,10255,10298.15,10339.10813,2904,609,30024770,1354,46.63,214.9,-171.75
23-Jul-18,10500,10500,10345.4,10415.7,10398.08439,9587,403,99686435,8184,85.37,154.6,-84.3
20-Jul-18,10253.95,10431.35,10210.05,10351.1,10332.23216,1443,472,14909411,388,26.89,221.3,97.15
19-Jul-18,10383.45,10391.5,10231.45,10287.1,10289.2267,1116,364,11482777,445,39.87,160.05,-96.35
18-Jul-18,10556.75,10556.75,10300,10409.25,10419.81971,3938,1196,41033250,1334,33.88,256.75,-147.5
17-Jul-18,10215,10574,10210,10531.65,10400.83507,8464,1641,88032668,3350,39.58,364,316.65
16-Jul-18,10150,10248,10150,10210.55,10200.27044,1113,390,11352901,667,59.93,98,60.55
13-Jul-18,10100,10200.05,10063.85,10150.8,10155.75918,1661,480,16868716,615,37.03,136.2,50.8
12-Jul-18,10188,10257.1,10002.05,10022.8,10099.34144,2633,513,26591566,1124,42.69,255.05,-165.2
11-Jul-18,10010,10290,9953.3,10166.85,10160.12979,4361,907,44308326,1114,25.54,336.7,156.85
10-Jul-18,9904.6,10060,9901.05,10010.1,10000.35,1280,316,12800448,766,59.84,158.95,105.5
09-Jul-18,9952.5,9964.9,9880,9904.6,9917.227863,847,276,8399892,373,44.04,84.9,-47.9
06-Jul-18,9959,10058.35,9933,9948.7,9999.395201,1417,351,14169143,652,46.01,125.35,-10.3
05-Jul-18,9870.05,9999,9870.05,9964.3,9941.818976,1602,306,15926794,769,48,128.95,94.25
04-Jul-18,9797,9898,9783,9866.8,9842.017309,2311,360,22744902,1092,47.25,115,69.8
03-Jul-18,9797,9838,9729.95,9771.35,9790.298116,1486,334,14548383,457,30.75,108.05,-25.65
02-Jul-18,9837.8,9837.8,9745.05,9771.8,9791.618347,883,205,8645999,295,33.41,92.75,-66
29-Jun-18,9843.1,9899.9,9770,9808.55,9837.712644,1479,456,14549977,615,41.58,129.9,-34.55
28-Jun-18,9991,10094.9,9752,9785.55,9882.94533,1756,511,17354452,719,40.95,342.9,-205.45
27-Jun-18,10082,10190,9942.15,9991.8,10075.78652,3204,920,32282820,1209,37.73,247.85,-90.2
26-Jun-18,9893,10157.95,9893,10073.05,10042.61886,4051,752,40682649,1475,36.41,264.95,180.05
25-Jun-18,9878,10000,9852.5,9901.05,9941.561867,1778,381,17676097,863,48.54,147.5,23.05
22-Jun-18,9838,9902.6,9760.05,9870.75,9863.566292,1335,318,13167861,493,36.93,142.55,32.75
21-Jun-18,9750,9912.6,9658.65,9841.7,9829.629615,2465,467,24230037,739,29.98,253.95,91.7
20-Jun-18,9666,9765,9664.9,9729.6,9724.890479,1817,307,17670126,694,38.19,100.1,63.6
19-Jun-18,9640,9800,9509.15,9613,9611.573481,3062,533,29430638,1113,36.35,290.85,-27
18-Jun-18,9764.8,9783.05,9580,9624,9672.218264,1544,365,14933905,772,50,203.05,-140.8
15-Jun-18,9761,9799,9678.45,9736.45,9717.534493,1667,452,16199130,816,48.95,120.55,-24.55
14-Jun-18,9838.1,9846.55,9660,9754.2,9784.546383,1175,302,11496842,578,49.19,186.55,-83.9
13-Jun-18,9867,9881.85,9797,9827.1,9826.248111,794,226,7802041,348,43.83,84.85,-39.9
12-Jun-18,9987.85,9987.85,9825,9838.7,9874.856526,1854,474,18307984,1031,55.61,162.85,-149.15
11-Jun-18,9888,10050,9880.65,9901.35,9962.150467,1821,533,18141076,667,36.63,169.35,13.35
08-Jun-18,9814,9956,9778.15,9889.4,9906.205286,2119,476,20991249,776,36.62,177.85,75.4
07-Jun-18,9781.4,9839.95,9739,9791.4,9777.909336,1114,224,10892591,349,31.33,100.95,10
06-Jun-18,9545.2,9800,9545.2,9757.25,9728.612372,1762,461,17141815,485,27.53,254.8,212.05
05-Jun-18,9810,9836.4,9505.5,9542.05,9627.057082,2365,659,22767990,830,35.1,330.9,-267.95
04-Jun-18,9950,9999,9745.5,9810.4,9919.558587,52375,648,519536881,932,1.78,253.5,-139.6
01-Jun-18,9669,9998,9660,9898.25,9888.793802,4292,1100,42442703,993,23.14,338,229.25
31-May-18,9550,9795,9550,9657.75,9746.61744,8532,945,83158140,1061,12.44,245,107.75
30-May-18,9494.05,9584.95,9494.05,9537.3,9545.487933,953,240,9096850,473,49.63,90.9,43.25
29-May-18,9631,9636.9,9497.5,9518.75,9545.024012,1291,339,12322626,638,49.42,139.4,-112.25
28-May-18,9711,9782,9628,9669.45,9696.972177,1222,329,11849700,608,49.75,154,-41.55
25-May-18,9651.3,9790,9643.8,9729.85,9716.844828,1218,292,11835117,445,36.54,146.2,78.55
24-May-18,9656,9711.55,9615,9657.75,9665.908318,1647,391,15919751,716,43.47,96.55,1.75
23-May-18,9636,9704.9,9617,9634.95,9647.044855,758,230,7312460,273,36.02,87.9,-1.05
22-May-18,9499,9647.95,9428.95,9616.05,9549.556174,899,311,8585051,365,40.6,219,117.05
21-May-18,9688,9740.25,9453.1,9479.85,9582.164494,2608,628,24990285,1107,42.45,287.15,-208.15
18-May-18,9707.95,9850,9650,9688.75,9758.98495,2990,672,29179365,1235,41.3,200,-19.2
17-May-18,9660,9865,9547.9,9695.15,9732.668087,3989,875,38823613,985,24.69,317.1,35.15
16-May-18,9490.25,9670.05,9467.8,9637.6,9574.448343,2565,509,24558460,889,34.66,202.25,147.35
15-May-18,9577,9661.9,9471.9,9547.45,9569.992689,2462,473,23561322,784,31.84,190,-29.55
14-May-18,9506.6,9597.15,9498.9,9573.45,9555.576159,2114,417,20200488,981,46.4,98.25,66.85
11-May-18,9250,9609.55,9160.05,9506.6,9497.043907,14098,2512,133889325,3677,26.08,449.5,256.6
10-May-18,9150,9207.55,8934.8,8986.45,9079.378968,4032,736,36608056,812,20.14,272.75,-163.55
09-May-18,9103.1,9152.5,9012.35,9092,9102.707163,13137,445,119582264,11063,84.21,140.15,-11.1
08-May-18,9174.55,9174.55,9085.75,9116.95,9103.310882,6221,314,56631697,4862,78.15,88.8,-57.6
07-May-18,9120.05,9234.95,8900,9088.4,9094.710403,2134,469,19408112,531,24.88,334.95,-31.65
04-May-18,9109.9,9142.7,9090.05,9103.15,9115.563603,1077,237,9817462,349,32.4,52.65,-6.75
03-May-18,9252,9285.3,9025,9120.1,9156.988716,2570,614,23533461,690,26.85,260.3,-131.9
02-May-18,9400,9490,9212,9224,9301.839525,2611,563,24287103,1197,45.84,278,-176
30-Apr-18,9090,9447.5,9090,9406.35,9325.410779,3581,1041,33394296,1661,46.38,357.5,316.35
27-Apr-18,9050,9125.95,8866.55,9057.5,9038.656333,3000,733,27115969,1211,40.37,259.4,7.5
26-Apr-18,8799.8,9189.95,8799.8,9061.55,9089.612714,3917,1296,35604013,1173,29.95,390.15,261.75
25-Apr-18,8866.55,8899.55,8668.05,8734.65,8780.765349,1922,543,16876631,714,37.15,231.5,-131.9
24-Apr-18,8944,9017.65,8809.4,8823.3,8870.958693,5447,513,48320112,4419,81.13,208.25,-120.7
23-Apr-18,9130,9166,8888.45,8924.45,8983.531449,14468,662,129973733,12759,88.19,277.55,-205.55
20-Apr-18,9151,9246.35,9123.1,9165.4,9187.807602,1710,519,15711151,782,45.73,123.25,14.4
19-Apr-18,8960.05,9200,8960.05,9153.5,9082.037262,2469,616,22423550,1027,41.6,239.95,193.45
18-Apr-18,9028,9119.95,8971.65,8987.1,9059.956622,2605,655,23601187,948,36.39,148.3,-40.9
17-Apr-18,8755,9035,8755,9015.95,8935.468754,8689,854,77640288,5892,67.81,280,260.95
16-Apr-18,8689.95,8777.7,8669,8744.7,8734.572593,1963,433,17145966,834,42.49,108.7,54.75
13-Apr-18,8627.5,8739.7,8617.8,8692.3,8692.426508,2354,496,20461972,1100,46.73,121.9,64.8
12-Apr-18,8475,8698,8325.6,8627.35,8558.643109,28370,900,242808705,26931,94.93,372.4,152.35
11-Apr-18,8510.3,8510.3,8392.9,8473.6,8462.299639,1662,414,14064342,646,38.87,117.4,-36.7
10-Apr-18,8400.8,8552.35,8385,8503.45,8469.788927,2023,539,17134383,1112,54.97,167.35,102.65
09-Apr-18,8359.9,8400.35,8350,8388.55,8383.634778,2007,372,16825955,1455,72.5,50.35,28.65
06-Apr-18,8355,8407.5,8320.5,8355.5,8360.434379,1402,338,11721329,716,51.07,87,0.5
05-Apr-18,8397.3,8400.6,8366.05,8395.7,8390.648241,995,246,8348695,489,49.15,34.55,-1.6
04-Apr-18,8341,8394,8332.8,8358.8,8363.862466,5206,428,43542268,4392,84.36,61.2,17.8
03-Apr-18,8285,8374,8285,8360.7,8342.821634,1738,338,14499824,1059,60.93,89,75.7
02-Apr-18,8201,8321.4,8167.75,8309.1,8262.293855,3141,511,25951865,1418,45.14,153.65,108.1
28-Mar-18,8169,8235,8125,8202.15,8195.057817,6192,1037,50743798,2658,42.93,110,33.15
27-Mar-18,7856.4,8169,7836,8083.85,8057.451508,18075,1338,145638436,14979,82.87,333,227.45
26-Mar-18,7845,7905.55,7720,7813.25,7830.081298,33494,829,262260743,30235,90.27,185.55,-31.75
23-Mar-18,7844,7844,7768,7797.55,7800.521928,2531,374,19743121,1369,54.09,76,-46.45
22-Mar-18,7840,7919.95,7838.4,7846.15,7884.700988,2632,434,20752533,1538,58.43,81.55,6.15
21-Mar-18,7899.95,7958,7780,7852.5,7913.760957,3468,570,27444923,1733,49.97,178,-47.45
20-Mar-18,7694.5,7879,7694.5,7841.05,7822.415699,6115,742,47834072,4816,78.76,184.5,146.55
19-Mar-18,7711.1,7711.4,7642.8,7664.4,7671.78835,1030,248,7901942,634,61.55,68.6,-46.7
16-Mar-18,7730,7766.3,7669.2,7693.25,7713.863341,1383,333,10668273,885,63.99,97.1,-36.75
15-Mar-18,7688.75,7735.95,7685,7717.3,7699.66395,6136,295,47245138,5714,93.12,50.95,28.55
14-Mar-18,7700,7706.15,7627.8,7654.7,7633.042594,21153,258,161461750,19378,91.61,78.35,-45.3
13-Mar-18,7675,7778.4,7671,7703.45,7709.657829,3621,653,27916671,2427,67.03,107.4,28.45
12-Mar-18,7700,7700,7584.95,7620.4,7622.77025,3321,405,25315220,1574,47.4,115.05,-79.6
09-Mar-18,7735.9,7735.9,7644.25,7650.55,7664.420529,3215,443,24641112,2354,73.22,91.65,-85.35
08-Mar-18,7759,7780,7706,7711.8,7738.703405,1116,337,8636393,645,57.8,74,-47.2
07-Mar-18,7689,7793.35,7656.1,7705.6,7739.883235,1867,371,14450362,955,51.15,137.25,16.6
06-Mar-18,7744,7779.05,7677,7687.55,7717.983425,6938,479,53547369,6006,86.57,102.05,-56.45
05-Mar-18,7851,7864.3,7695.35,7714.35,7784.97378,2479,486,19298950,754,30.42,168.95,-136.65
01-Mar-18,7777,7876.1,7777,7850.55,7851.70114,2456,701,19283778,1490,60.67,99.1,73.55
28-Feb-18,7747.4,7864.55,7717,7764.35,7803.111628,2150,503,16776690,707,32.88,147.55,16.95
27-Feb-18,7622.05,7789.9,7601.05,7761.2,7746.221346,4310,946,33386214,1433,33.25,188.85,139.15
26-Feb-18,7600,7648.9,7562.7,7615.5,7619.968966,2320,347,17678328,1452,62.59,86.2,15.5
23-Feb-18,7544,7613.45,7544,7582.5,7585.335375,1959,415,14859672,839,42.83,69.45,38.5
22-Feb-18,7575,7654.4,7476.05,7540.45,7591.550786,3308,853,25112850,1689,51.06,178.35,-34.55
21-Feb-18,7602.25,7608,7561.9,7593.45,7585.746518,1795,369,13616415,984,54.82,46.1,-8.8
20-Feb-18,7564.9,7610.6,7480,7554.85,7578.90575,2313,596,17530009,1023,44.23,130.6,-10.05
19-Feb-18,7610.05,7610.05,7494,7512.4,7522.148257,3757,567,28260711,1865,49.64,116.05,-97.65
16-Feb-18,7658,7714.9,7580,7590.1,7625.752614,5546,1192,42292424,1711,30.85,134.9,-67.9
15-Feb-18,7480,7640,7429.5,7585.35,7568.847653,19915,3613,150733601,9092,45.65,210.5,105.35
14-Feb-18,7186.55,7372.7,7186.55,7260.1,7287.251464,2732,438,19908771,1041,38.1,186.15,73.55
12-Feb-18,7020,7198,7020,7136.5,7127.057061,3838,822,27353645,1894,49.35,178,116.5
09-Feb-18,7025,7025,6940,6959.05,6984.714959,1698,442,11860046,749,44.11,85,-65.95
08-Feb-18,7045.45,7090.5,6887.75,6991.2,6898.511281,32444,576,223815300,30371,93.61,202.75,-54.25
07-Feb-18,7099,7121.3,6988,7013.85,7084.04077,19843,287,140568621,879,4.43,133.3,-85.15
06-Feb-18,7014.3,7048.95,6980,7012.2,7000.687484,3875,438,27127664,2885,74.45,68.95,-2.1
05-Feb-18,7209.95,7209.95,7000.05,7132.8,7143.6012,76314,507,545156782,74381,97.47,209.9,-77.15
02-Feb-18,7297.85,7631.05,7122,7140.8,7336.530876,8032,1044,58927016,2517,31.34,509.05,-157.05
01-Feb-18,7500,7513.1,7282.4,7305.9,7341.88654,3358,657,24654055,1268,37.76,230.7,-194.1
31-Jan-18,7436.65,7505.85,7436.65,7464.8,7478.548822,594,158,4442258,244,41.08,69.2,28.15
30-Jan-18,7505.85,7505.85,7399,7436.75,7440.003229,61629,344,458519959,60699,98.49,106.85,-69.1
29-Jan-18,7525,7566.55,7469.75,7534.75,7526.648034,1628,394,12253383,787,48.34,96.8,9.75
25-Jan-18,7550,7609,7452,7513.1,7569.942957,2577,419,19507743,1392,54.02,157,-36.9
24-Jan-18,7620,7621,7546,7575.45,7577.741925,3189,454,24165419,1551,48.64,75,-44.55
23-Jan-18,7661,7674,7572.05,7591.6,7631.462489,2186,385,16682377,1289,58.97,101.95,-69.4
22-Jan-18,7692.2,7699,7647.1,7658.65,7665.377333,1500,233,11498066,763,50.87,51.9,-33.55
19-Jan-18,7757.5,7790.2,7684.1,7692.2,7711.010243,781,172,6022299,193,24.71,106.1,-65.3
18-Jan-18,7801,7822.4,7690.3,7770.7,7769.812468,1925,269,14956889,1034,53.71,132.1,-30.3
