Date,Open Price,High_Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
03-Feb-17,6005.9,6121.5,5991.1,6078.55,6045.157239,2970,784,17954117,1603,53.97,130.4,72.65
02-Feb-17,5917.95,6035,5880,6005.9,5962.433422,2268,735,13522799,1200,52.91,155,87.95
01-Feb-17,5843,5925.9,5843,5909.05,5846.999167,18006,632,105281067,17070,94.8,82.9,66.05
31-Jan-17,5899.8,5950,5829.95,5842.2,5852.359407,2966,748,17358098,1978,66.69,120.05,-57.6
30-Jan-17,5979.8,5984,5886,5899.8,5908.424655,4778,598,28230453,3904,81.71,98,-80
27-Jan-17,5970,6009,5870,5921.45,5930.877532,4246,1143,25182506,1982,46.68,139,-48.55
25-Jan-17,5968,6023,5941,5967.8,5974.821608,2786,800,16645853,1459,52.37,82,-0.2
24-Jan-17,5900.65,5999,5890,5962,5940.804542,1233,361,7325012,555,45.01,109,61.35
23-Jan-17,5906.85,5935,5880,5903.05,5904.797078,1848,654,10912065,838,45.35,55,-3.8
20-Jan-17,5898.05,5916.75,5875,5891.4,5888.7241,1834,432,10799920,1244,67.83,41.75,-6.65
19-Jan-17,5902,5940,5880,5895.75,5912.906722,5564,1225,32899413,2534,45.54,60,-6.25
18-Jan-17,5885,5939,5859.95,5902.85,5896.101695,1593,557,9392490,562,35.28,79.05,17.85
17-Jan-17,5897.9,5914.6,5851,5883.05,5884.481692,1229,495,7232028,578,47.03,63.6,-14.85
16-Jan-17,5920,5920,5800,5897.9,5885.062257,1028,399,6049844,257,25,120,-22.1
13-Jan-17,5880.05,5922,5873.05,5907.4,5897.432409,1154,519,6805637,354,30.68,48.95,27.35
12-Jan-17,5915,5925,5830,5845.75,5864.144194,3100,1328,18178847,2101,67.77,95,-69.25
11-Jan-17,5940,5940,5875,5903.3,5914.803116,93913,719,555476905,92799,98.81,65,-36.7
10-Jan-17,5939.95,5940.45,5839,5874.5,5860.377122,5656,1073,33146293,4072,71.99,101.45,-65.45
09-Jan-17,5905.15,5975,5862,5888.05,5956.355074,17954,782,106940399,2413,13.44,113,-17.1
06-Jan-17,5925,5955.35,5878.8,5905.15,5913.134477,3614,1199,21370068,1885,52.16,76.55,-19.85
05-Jan-17,6040,6040,5850,5908.85,5908.824937,1588,548,9383214,949,59.76,190,-131.15
04-Jan-17,6001.25,6050,5800,5892.75,6002.870622,9422,1168,56559047,7094,75.29,250,-108.5
03-Jan-17,6000,6082.25,5990,6054.45,6050.480769,936,368,5663250,595,63.57,92.25,54.45
02-Jan-17,6030,6083,5955.85,5993.25,6030.003082,63593,626,383465986,62419,98.15,127.15,-36.75
30-Dec-16,5969,6040,5969,6029.8,6020.677918,711,273,4280702,431,60.62,71,60.8
29-Dec-16,5880,6018,5880,5967.2,5972.287441,1489,522,8892736,707,47.48,138,87.2
28-Dec-16,5898.4,5929,5865.3,5884.8,5898.740904,907,331,5350158,462,50.94,63.7,-13.6
27-Dec-16,5824,5898.9,5788.05,5886.05,5859.653846,1560,478,9141060,861,55.19,110.85,62.05
26-Dec-16,5774.55,5849.95,5750,5827.1,5794.252888,779,308,4513723,407,52.25,99.95,52.55
23-Dec-16,5752,5937.95,5752,5826.75,5809.465699,1516,453,8807150,767,50.59,185.95,74.75
22-Dec-16,5850,5850,5755,5771.8,5786.98188,2925,923,16926922,1421,48.58,95,-78.2
21-Dec-16,5920,5946.9,5840,5857.1,5887.193122,2268,1118,13352154,1212,53.44,106.9,-62.9
20-Dec-16,6019.4,6038.45,5904,5934.3,5965.103466,1904,793,11357557,1004,52.73,134.45,-85.1
19-Dec-16,6099,6099,5985.05,6019.4,6029.156929,1472,586,8874919,851,57.81,113.95,-79.6
16-Dec-16,6166.6,6229.05,5953.95,6079.05,6092.918677,2238,952,13635952,820,36.64,275.1,-87.55
15-Dec-16,6200.05,6262,6150,6166.55,6181.947746,976,462,6033581,418,42.83,112,-33.5
14-Dec-16,6345,6352.6,6200,6235.8,6265.580802,823,266,5156573,645,78.37,152.6,-109.2
13-Dec-16,6313,6338,6288.1,6327.45,6324.818548,248,98,1568555,125,50.4,49.9,14.45
12-Dec-16,6350,6362.9,6280,6324.35,6309.837283,1899,536,11982381,1027,54.08,82.9,-25.65
09-Dec-16,6339.05,6388.85,6275,6369.45,6345.511158,1882,382,11942252,1080,57.39,113.85,30.4
08-Dec-16,6310,6362.25,6250.6,6319.2,6322.150889,1743,665,11019509,895,51.35,111.65,9.2
07-Dec-16,6263.95,6312.5,6260,6293.2,6287.751337,374,144,2351619,145,38.77,52.5,29.25
06-Dec-16,6248,6290,6217.55,6263.95,6269.712593,12658,351,79362022,12081,95.44,72.45,15.95
05-Dec-16,6213,6350,6143.8,6248.85,6299.223602,1288,571,8113400,469,36.41,206.2,35.85
02-Dec-16,6281.05,6281.05,6211.35,6238.15,6234.913978,1302,283,8117858,753,57.83,69.7,-42.9
01-Dec-16,6314.4,6330.05,6200,6281.05,6254.347258,2681,836,16767905,1017,37.93,130.05,-33.35
30-Nov-16,6320,6401.15,6199.95,6256.65,6298.115847,2745,811,17288328,993,36.17,201.2,-63.35
29-Nov-16,6295,6499.9,6240,6270.9,6382.394691,2863,1065,18272796,674,23.54,259.9,-24.1
28-Nov-16,6226,6310,6132,6291.4,6228.902906,4439,1240,27650100,694,15.63,178,65.4
25-Nov-16,6164.3,6199,6120,6159.75,6152.937304,957,389,5888361,410,42.84,79,-4.55
24-Nov-16,5924.35,6222,5903,6139.05,6057.344798,2355,1190,14265047,1097,46.58,319,214.7
23-Nov-16,5892.95,5991.95,5892.95,5962.8,5935.119283,1618,661,9603023,784,48.45,99,69.85
22-Nov-16,5918.75,5959,5864,5892.95,5896.364389,1449,513,8543832,834,57.56,95,-25.8
21-Nov-16,5920,5939.95,5838.3,5855,5873.963115,1220,529,7166235,525,43.03,101.65,-65
18-Nov-16,5980,5980,5860,5892.25,5897.790019,2605,804,15363743,1408,54.05,120,-87.75
17-Nov-16,6014.95,6015,5934,5958.1,5980.215013,1572,601,9400898,954,60.69,81,-56.85
16-Nov-16,6075.8,6100,5930.1,5977.6,6013.169157,22884,638,137605363,8456,36.95,169.9,-98.2
15-Nov-16,6300,6300,5946,5980.1,6025.515526,3317,1218,19986635,1700,51.25,354,-319.9
11-Nov-16,6429,6429,6170,6270.15,6274.048729,3304,935,20729457,2324,70.34,259,-158.85
10-Nov-16,6470,6526,6398.4,6429,6431.137119,1444,763,9286562,811,56.16,127.6,-41
09-Nov-16,6350,6450,5701.05,6398.4,6268.250151,4961,1314,31096789,1975,39.81,748.95,48.4
08-Nov-16,6528,6528,6410,6451.05,6461.472061,1718,565,11100809,661,38.47,118,-76.95
07-Nov-16,6654,6712.55,6410,6527.05,6590.34102,4727,1052,31152542,3428,72.52,302.55,-126.95
04-Nov-16,6726.7,6776.95,6621,6637.15,6662.845083,2156,729,14365094,1084,50.28,155.95,-89.55
03-Nov-16,6748.55,6788.5,6651,6711.95,6728.389575,3319,734,22331525,1792,53.99,137.5,-36.6
02-Nov-16,6786.1,6812,6683,6748.55,6715.075831,3310,1045,22226901,1644,49.67,129,-37.55
01-Nov-16,6942.65,6968.4,6750,6786.1,6869.00791,2402,860,16499357,1047,43.59,218.4,-156.55
30-Oct-16,7020,7061.95,6913.1,6942.65,6981.193779,1961,248,13690121,1251,63.79,148.85,-77.35
28-Oct-16,6915,6990,6861.2,6960.5,6947.660461,2041,964,14180175,736,36.06,128.8,45.5
27-Oct-16,6799,6986,6757,6924.75,6861.123325,3657,920,25091128,2090,57.15,229,125.75
26-Oct-16,6782.75,6839,6746,6821.7,6801.806684,1526,490,10379557,796,52.16,93,38.95
25-Oct-16,6820.45,6835.05,6761,6782.75,6784.282849,997,451,6763930,408,40.92,74.05,-37.7
24-Oct-16,6874.95,6875,6810,6847.5,6846.488873,1393,517,9537159,742,53.27,65,-27.45
21-Oct-16,6793,6891.65,6790,6852.85,6853.453289,1520,614,10417249,612,40.26,101.65,59.85
20-Oct-16,6787.2,6900,6745,6835.45,6832.659664,6855,1349,46837882,4297,62.68,155,48.25
19-Oct-16,6830,6860,6736.45,6787.2,6813.150538,1674,627,11405214,687,41.04,123.55,-42.8
18-Oct-16,6768,6863.7,6700,6825,6814.818198,5748,1534,39171575,3409,59.31,163.7,57
17-Oct-16,6870,6870,6720,6772.15,6781.193915,2728,931,18499097,1134,41.57,150,-97.85
14-Oct-16,6564,6890,6500,6859.05,6811.000107,9386,1647,63928047,5249,55.92,390,295.05
13-Oct-16,6630.95,6630.95,6525,6539.85,6538.364865,3108,836,20321238,2511,80.79,105.95,-91.1
10-Oct-16,6729,6750,6604,6630.95,6662.910277,1226,479,8168728,599,48.86,146,-98.05
07-Oct-16,6720,6740,6600,6719.25,6692.777947,1315,496,8801003,602,45.78,140,-0.75
06-Oct-16,6758.05,6819.95,6665,6709.85,6718.692109,3485,1043,23414642,1640,47.06,154.95,-48.2
05-Oct-16,6685,6788.45,6617,6758.4,6705.660836,2344,862,15718069,1162,49.57,171.45,73.4
04-Oct-16,6600,6689.95,6587.85,6650.05,6622.206649,3339,1177,22111548,1765,52.86,102.1,50.05
03-Oct-16,6478.95,6630,6457.3,6596.7,6559.851756,3103,1078,20355220,1551,49.98,172.7,117.75
30-Sep-16,6370.05,6480,6316.6,6428.2,6397.266376,1603,697,10254818,541,33.75,163.4,58.15
29-Sep-16,6475,6499,6226,6335.55,6353.39792,2885,1257,18329553,995,34.49,273,-139.45
28-Sep-16,6499,6499,6428,6450.3,6452.313457,1241,410,8007321,583,46.98,71,-48.7
27-Sep-16,6475,6510.3,6431.3,6486.9,6463.664407,1180,465,7627124,464,39.32,79,11.9
26-Sep-16,6500,6522,6401.4,6505.15,6465.295924,1693,787,10945746,686,40.52,120.6,5.15
23-Sep-16,6486.45,6537.45,6333,6456.7,6471.653846,2314,815,14975407,664,28.69,204.45,-29.75
22-Sep-16,6329,6525,6329,6486.45,6442.812027,2644,816,17034795,1495,56.54,196,157.45
21-Sep-16,6341,6350.25,6278,6322.35,6312.626952,2241,712,14146597,1465,65.37,72.25,-18.65
20-Sep-16,6390,6390,6317.7,6333.6,6341.223404,1316,449,8345050,581,44.15,72.3,-56.4
19-Sep-16,6411,6447.15,6301,6332.7,6359.704435,2480,714,15772067,1590,64.11,146.15,-78.3
16-Sep-16,6305,6464.85,6305,6416.25,6409.117169,2091,723,13401464,945,45.19,159.85,111.25
15-Sep-16,6302.25,6345,6255,6296.15,6288.686877,2507,1029,15765738,1041,41.52,90,-6.1
14-Sep-16,6440.45,6485,6200,6302.25,6361.340794,7104,1933,45190965,2939,41.37,285,-138.2
12-Sep-16,6507,6507,6402.45,6435.3,6438.964662,1330,402,8563823,842,63.31,104.55,-71.7
09-Sep-16,6445,6530.25,6417,6506.8,6471.30493,1866,731,12075455,622,33.33,113.25,61.8
08-Sep-16,6500,6500,6401.1,6426.95,6449.468949,2512,959,16201066,1259,50.12,98.9,-73.05
07-Sep-16,6569.25,6569.25,6455,6478.95,6491.215088,1869,756,12132081,509,27.23,114.25,-90.3
06-Sep-16,6470,6590,6441.35,6569.25,6519.151934,2172,822,14159598,1164,53.59,148.65,99.25
02-Sep-16,6515.1,6526,6436,6449.25,6465.669194,2506,962,16202967,1243,49.6,90,-65.85
01-Sep-16,6543,6705,6480.1,6503.9,6557.573684,2470,995,16197207,1252,50.69,224.9,-39.1
31-Aug-16,6705.4,6739.2,6490,6559.5,6615.876083,7158,1640,47356441,3977,55.56,249.2,-145.9
30-Aug-16,6778.3,6788.55,6671.25,6705.4,6734.977243,5361,1156,36106213,3361,62.69,117.3,-72.9
29-Aug-16,6843,6843,6735.95,6778.3,6771.067609,1627,526,11016527,971,59.68,107.05,-64.7
26-Aug-16,6836,6860,6807,6821.55,6842.2049,898,265,6144300,407,45.32,53,-14.45
25-Aug-16,6835,6845,6815,6830.8,6830.038724,878,254,5996774,531,60.48,30,-4.2
24-Aug-16,6743.1,6869,6743.1,6824.5,6840.590318,2768,720,18934754,1646,59.47,125.9,81.4
23-Aug-16,6801,6850,6660,6808.2,6811.95657,1796,689,12234274,586,32.63,190,7.2
22-Aug-16,6720,6800,6705,6796.6,6772.933535,662,256,4483682,334,50.45,95,76.6
19-Aug-16,6700.55,6760.8,6700.55,6722.9,6728.006188,808,370,5436229,296,36.63,60.25,22.35
18-Aug-16,6756.35,6770,6680,6699.65,6724.400268,1494,503,10046254,596,39.89,90,-56.7
17-Aug-16,6785,6806.05,6681.05,6711.4,6732.344916,1554,574,10462064,550,35.39,125,-73.6
16-Aug-16,6865,6866,6725,6771.9,6771.049042,1305,536,8836219,602,46.13,141,-93.1
12-Aug-16,6829,6958.4,6819.3,6865.45,6899.736284,3208,1232,22134354,1165,36.32,139.1,36.45
11-Aug-16,6856.85,6869.75,6782.2,6827.7,6824.398305,590,279,4026395,239,40.51,87.55,-29.15
10-Aug-16,6895,6920,6766,6811.3,6830.505405,1850,506,12636435,1281,69.24,154,-83.7
09-Aug-16,6883.05,6899,6802,6869.6,6847.301093,2378,718,16282882,1341,56.39,97,-13.45
08-Aug-16,6855.35,6894.9,6750,6851.85,6819.127921,1712,666,11674347,822,48.01,144.9,-3.5
05-Aug-16,6899,6899,6810.8,6819.1,6836.88691,1123,545,7677824,459,40.87,88.2,-79.9
04-Aug-16,6809,6900,6747.3,6787.15,6801.667817,2029,881,13800584,737,36.32,152.7,-21.85
03-Aug-16,6835,6969,6758,6808.4,6864.529606,2719,1184,18664656,694,25.52,211,-26.6
02-Aug-16,6993.65,7099,6802.65,6832.25,6943.361049,2670,1190,18538774,674,25.24,296.35,-161.4
01-Aug-16,7165.6,7230,6877.2,6946.95,7019.194947,5858,2131,41118444,1697,28.97,352.8,-218.65
29-Jul-16,7225.5,7390,7025,7165.6,7181.132761,6877,2013,49384650,2644,38.45,365,-59.9
28-Jul-16,7070,7285,7070,7222.95,7181.574146,3365,1057,24165997,1745,51.86,215,152.95
27-Jul-16,7150,7150,7030,7053,7067.901551,1483,646,10481698,612,41.27,120,-97
26-Jul-16,7110,7204.95,7067.05,7140.8,7140.609282,1853,731,13231549,693,37.4,137.9,30.8
25-Jul-16,7069.9,7155,7000,7106.3,7096.81616,2203,909,15634286,869,39.45,155,36.4
22-Jul-16,6838,7124,6830,7068.15,7004.119267,7043,1988,49330012,3118,44.27,294,230.15
21-Jul-16,6665.6,6875,6582.2,6833.6,6770.624303,4123,1284,27915284,1603,38.88,292.8,168
20-Jul-16,6634,6675,6634,6659.7,6659.418315,2326,680,15489807,1387,59.63,41,25.7
19-Jul-16,6594.65,6660,6587.65,6634.7,6623.997821,918,427,6080830,374,40.74,72.35,40.05
18-Jul-16,6611,6660,6582.75,6597.3,6619.876056,1420,624,9400224,703,49.51,77.25,-13.7
15-Jul-16,6560.05,6655,6560.05,6628.75,6617.052242,2565,891,16972739,1254,48.89,94.95,68.7
14-Jul-16,6575,6599,6536.35,6551.05,6578.340013,7835,406,51541294,7415,94.64,62.65,-23.95
13-Jul-16,6474.95,6594.95,6474.95,6582.35,6522.839674,16666,1063,108709646,15313,91.88,120,107.4
12-Jul-16,6504,6504,6420.1,6422.75,6435.490826,872,324,5611748,353,40.48,83.9,-81.25
11-Jul-16,6432.2,6499,6414,6482.6,6437.827112,8225,1446,52951128,6838,83.14,85,50.4
08-Jul-16,6508.65,6508.65,6400,6420.4,6414.038049,2891,413,18542984,2347,81.18,108.65,-88.25
07-Jul-16,6515,6570,6498,6508.65,6524.63941,746,334,4867381,318,42.63,72,-6.35
05-Jul-16,6488.1,6549.35,6488.1,6531.95,6532.748052,385,192,2515108,239,62.08,61.25,43.85
04-Jul-16,6500,6551,6491,6520.8,6532.379137,997,415,6512782,597,59.88,60,20.8
01-Jul-16,6527.25,6534,6470,6507.4,6512.664715,1879,655,12237297,947,50.4,64,-19.85
30-Jun-16,6443.65,6541.2,6443.65,6488.75,6498.296012,1956,781,12710667,993,50.77,97.55,45.1
29-Jun-16,6450,6492.85,6436,6443.65,6462.136332,1423,600,9195620,676,47.51,56.85,-6.35
28-Jun-16,6494.95,6497.75,6433.05,6456.65,6474.692308,689,391,4461063,335,48.62,64.7,-38.3
27-Jun-16,6447,6532.1,6425.3,6445.35,6485.077715,1068,592,6926063,294,27.53,106.8,-1.65
24-Jun-16,6366,6514.4,6226,6477.6,6381.634232,7420,1223,47351726,1752,23.61,288.4,111.6
23-Jun-16,6515,6525,6403.25,6429.15,6446.75386,1101,539,7097876,422,38.33,121.75,-85.85
22-Jun-16,6535.15,6555,6460,6490.3,6512.229286,1400,557,9117121,379,27.07,95,-44.85
21-Jun-16,6548.15,6590.45,6490,6521.65,6530.016963,2535,954,16553593,399,15.74,100.45,-26.5
20-Jun-16,6462.2,6593.85,6428.65,6518.2,6540.565781,2934,1041,19190020,733,24.98,165.2,56
17-Jun-16,6524.35,6549.95,6440,6462.2,6485.142857,798,364,5175144,269,33.71,109.95,-62.15
16-Jun-16,6513.25,6551.6,6466.95,6494.9,6504.170075,2005,804,13040861,624,31.12,84.65,-18.35
15-Jun-16,6551,6585,6460,6482.75,6521.240859,3774,1242,24611163,1484,39.32,125,-68.25
14-Jun-16,6538,6598.95,6511,6584.9,6566.109961,2028,784,13316071,875,43.15,87.95,46.9
13-Jun-16,6500,6565,6465.05,6529.05,6525.236595,2984,1198,19471306,651,21.82,99.95,29.05
10-Jun-16,6431.05,6600,6430,6532.4,6504.170659,2338,1002,15206751,1336,57.14,170,101.35
09-Jun-16,6450,6535,6390,6443.5,6464.453141,1942,926,12553968,455,23.43,145,-6.5
08-Jun-16,6450.3,6535,6396,6474.8,6440.300279,2148,1164,13833765,889,41.39,139,24.5
07-Jun-16,6539.5,6690,6391,6450.45,6550.148899,7354,3032,48169795,2110,28.69,299,-89.05
06-Jun-16,6295,6700,6200,6459.35,6406.796188,4092,899,26216610,2699,65.96,500,164.35
03-Jun-16,6329.15,6371,6250,6279.4,6297.049042,1774,764,11170965,532,29.99,121,-49.75
02-Jun-16,6336,6399,6280,6314.15,6334.857536,2183,1007,13828994,662,30.33,119,-21.85
01-Jun-16,6125,6422,6125,6352.55,6326.149702,6533,2631,41328736,2692,41.21,297,227.55
31-May-16,6255,6346,6026.15,6098.85,6208.400309,2588,1325,16067340,879,33.96,319.85,-156.15
30-May-16,6183.95,6343,6183.95,6286.3,6271.590084,3469,1346,21756146,1377,39.69,159.05,102.35
27-May-16,6165,6240,6131.05,6169.9,6193.100164,3045,1278,18857990,1203,39.51,108.95,4.9
26-May-16,6116,6160,5960.1,6114.7,6093.498771,3254,958,19828245,1246,38.29,199.9,-1.3
25-May-16,6034,6160,6029.9,6127.65,6121.980838,2505,1007,15335562,834,33.29,130.1,93.65
24-May-16,5984.7,6076,5801,6011.55,6019.414172,2639,1112,15885234,924,35.01,275,26.85
23-May-16,6025,6041.2,5932.95,5954.35,5982.795936,1181,656,7065682,296,25.06,108.25,-70.65
20-May-16,6091.9,6168.35,5900,5975.4,6070.531556,2250,899,13658696,844,37.51,268.35,-116.5
19-May-16,6162,6186.05,5852,6091.9,6114.965313,2191,852,13397889,1021,46.6,334.05,-70.1
18-May-16,6208.8,6230,6125,6193.05,6165.178571,1988,761,12256375,763,38.38,105,-15.75
17-May-16,6262,6262,6156,6208.8,6202.72603,5705,1782,35386552,1628,28.54,106,-53.2
16-May-16,6135,6350,5994.1,6284.45,6192.660799,9941,2869,61561241,3179,31.98,355.9,149.45
13-May-16,5710.3,6156,5710,6128.5,6017.389151,22215,6031,133676300,6412,28.86,446,418.2
12-May-16,5660,5725,5601.25,5703.85,5684.538,5000,1574,28422690,1999,39.98,123.75,43.85
11-May-16,5550,5609.9,5490,5597.35,5573.332878,2196,879,12239039,1147,52.23,119.9,47.35
10-May-16,5525,5557.45,5500,5523.1,5525.266964,2019,806,11155514,1150,56.96,57.45,-1.9
09-May-16,5640,5692.75,5500,5523.65,5582.418575,2315,881,12923299,1163,50.24,192.75,-116.35
06-May-16,5540,5640,5540,5630.95,5616.758676,1873,1002,10520189,844,45.06,100,90.95
05-May-16,5559.9,5572.95,5501,5534.55,5533.906566,1584,732,8765708,665,41.98,71.95,-25.35
04-May-16,5606,5656,5530,5554.45,5581.181694,2939,1024,16403093,1406,47.84,126,-51.55
03-May-16,5755.15,5793,5580,5605.2,5658.173682,3017,1203,17070710,1279,42.39,213,-149.95
02-May-16,5752,5791,5714.3,5743.9,5755.421804,1541,536,8869105,890,57.75,76.7,-8.1
29-Apr-16,5905,5905,5723.35,5743.85,5789.368115,6354,1467,36785645,1781,28.03,181.65,-161.15
28-Apr-16,5892,5949,5771,5910.8,5860.73061,7246,1723,42466854,653,9.01,178,18.8
27-Apr-16,5847,5971.4,5823.95,5888.7,5889.271195,6287,972,37025848,523,8.32,147.45,41.7
26-Apr-16,5850,5886.75,5812,5847.1,5843.136574,2592,902,15145410,520,20.06,74.75,-2.9
25-Apr-16,5960.35,6023,5861,5889.3,5915.910276,2608,762,15428694,539,20.67,162,-71.05
22-Apr-16,5964,6026.95,5930.1,5955.25,5975.129054,1511,630,9028420,471,31.17,96.85,-8.75
21-Apr-16,6035.7,6035.7,5951.1,5970.85,5954.262606,23461,772,139692955,21541,91.82,84.6,-64.85
20-Apr-16,6184.95,6190,6002,6035.7,6087.610778,3340,1370,20332620,1428,42.75,188,-149.25
18-Apr-16,6130,6249,6055,6125,6161.238055,8351,2132,51452499,1555,18.62,194,-5
13-Apr-16,6142,6171,6012.1,6105.8,6081.198531,11298,2331,68705381,1519,13.44,158.9,-36.2
12-Apr-16,6039.8,6180,6039.8,6135.8,6112.54079,10076,2341,61589961,2475,24.56,140.2,96
11-Apr-16,5990,5999,5850.05,5872.7,5903.372842,5560,1035,32822753,1704,30.65,148.95,-117.3
08-Apr-16,5916,5994,5855,5962.35,5902.983459,8101,1471,47820069,1048,12.94,139,46.35
07-Apr-16,5790,5921,5749.95,5861,5816.820726,10576,2084,61518696,2571,24.31,171.05,71
06-Apr-16,5741.95,5741.95,5698.65,5708.15,5716.409349,3166,1065,18098152,691,21.83,43.3,-33.8
05-Apr-16,5360,5780,5360,5724.05,5696.862448,13464,2254,76702556,950,7.06,420,364.05
04-Apr-16,5660,5720,5624,5674.85,5676.530693,9367,1722,53172063,772,8.24,96,14.85
01-Apr-16,5665,5667.15,5572.75,5634.95,5612.481253,2427,1191,13621492,550,22.66,94.4,-30.05
31-Mar-16,5451,5826.15,5405.1,5768.95,5643.60665,4060,1434,22913043,1778,43.79,421.05,317.95
30-Mar-16,5373,5503,5372.8,5476.4,5445.189343,2815,1064,15328208,1296,46.04,130.2,103.4
29-Mar-16,5337,5387,5300,5326.15,5351.584692,1411,530,7551086,599,42.45,87,-10.85
28-Mar-16,5261.15,5378.9,5261.15,5353.15,5320.688896,6538,1661,34786664,4213,64.44,117.75,92
23-Mar-16,5299,5346.7,5210,5261.15,5273.645418,3514,1209,18531590,1301,37.02,136.7,-37.85
22-Mar-16,5270,5349.4,5160,5274.35,5250.275728,13361,2275,70148934,5041,37.73,189.4,4.35
21-Mar-16,5255,5280,5200,5258.1,5240.707968,14382,2473,75371862,4854,33.75,80,3.1
18-Mar-16,5089.15,5252.4,5039.45,5199.6,5102.445157,9199,1456,46937393,2325,25.27,212.95,110.45
17-Mar-16,5055,5104.8,5046.8,5089.15,5085.901244,3858,616,19621407,1327,34.4,58,34.15
16-Mar-16,5079.95,5079.95,5010,5026.4,5032.499675,4613,880,23214921,826,17.91,69.95,-53.55
15-Mar-16,5103,5103,5046,5053.85,5059.782923,6910,937,34963100,1124,16.27,57,-49.15
14-Mar-16,5163,5163,5099,5105,5109.288234,22624,985,115592537,16403,72.5,64,-58
11-Mar-16,5219.45,5245.25,5104.95,5176.15,5153.008886,5064,1716,26094837,1015,20.04,140.3,-43.3
10-Mar-16,5250,5250,5116,5185.85,5155.813454,2423,822,12492536,1027,42.39,134,-64.15
09-Mar-16,5282.45,5282.5,5175.1,5203.65,5218.929187,1624,668,8475541,851,52.4,107.4,-78.8
08-Mar-16,5299.9,5414.65,5206,5304.45,5319.300855,5265,1538,28006119,2036,38.67,208.65,4.55
04-Mar-16,5225,5322.05,5180.95,5283.1,5264.062221,2909,593,15313157,1691,58.13,141.1,58.1
03-Mar-16,5095.05,5242.85,5088.05,5213.5,5182.675466,3485,965,18061624,1117,32.05,154.8,118.45
02-Mar-16,5053,5104.6,5049,5082.35,5077.100095,2098,724,10651756,951,45.33,55.6,29.35
01-Mar-16,5036,5106,5006,5049,5050.905553,2647,813,13369747,1151,43.48,100,13
29-Feb-16,5120,5120.05,4990,5012.35,5103.055228,96509,1667,492490757,93565,96.95,130.05,-107.65
26-Feb-16,5172.95,5180,5090.05,5107.45,5117.500619,1616,679,8269881,961,59.47,89.95,-65.5
25-Feb-16,5202,5202,5100,5133.1,5132.259006,4386,961,22510088,2931,66.83,102,-68.9
24-Feb-16,5190.25,5211.65,5132,5200,5189.43685,2019,659,10477473,1156,57.26,79.65,9.75
23-Feb-16,5276.25,5280,5175.35,5190.25,5205.56985,1267,440,6595457,698,55.09,104.65,-86
22-Feb-16,5210,5295,5204,5274.25,5277.102524,95422,603,503551677,93930,98.44,91,64.25
19-Feb-16,5206,5225,5177,5208.15,5197.094127,1243,360,6459988,560,45.05,48,2.15
18-Feb-16,5090,5206,5074,5178.5,5160.142114,2498,745,12890035,797,31.91,132,88.5
17-Feb-16,5070,5098,5038,5070.2,5065.19357,1524,452,7719355,697,45.73,60,0.2
16-Feb-16,5100,5110.2,5029,5063.45,5063.624342,4182,1029,21176077,2615,62.53,81.2,-36.55
15-Feb-16,5072.9,5115.05,5020,5059.15,5065.738867,2807,844,14219529,1370,48.81,95.05,-13.75
12-Feb-16,5230,5230,5010.25,5056.85,5079.161685,4082,1253,20733138,1726,42.28,219.75,-173.15
11-Feb-16,5293,5296.95,5195,5224.35,5227.875525,3808,1000,19907750,1786,46.9,101.95,-68.65
10-Feb-16,5417,5435,5272,5292.9,5337.552391,2739,723,14619556,1484,54.18,163,-124.1
09-Feb-16,5413,5455.75,5390,5418.4,5429.697979,841,235,4566376,452,53.75,65.75,5.4
08-Feb-16,5422,5481.95,5390.2,5418.15,5450.279261,3033,907,16530697,1932,63.7,91.75,-3.85
05-Feb-16,5472.45,5537.8,5390.1,5433.65,5464.192789,3439,1027,18791359,1679,48.82,147.7,-38.8
04-Feb-16,5443.8,5499.85,5435,5478.5,5474.183333,2040,670,11167334,1025,50.25,64.85,34.7
03-Feb-16,5430.2,5435,5400,5412.15,5415.799254,1340,392,7257171,750,55.97,35,-18.05
02-Feb-16,5461,5508.35,5416,5455.8,5478.579162,979,420,5363529,435,44.43,92.35,-5.2
01-Feb-16,5511,5574.9,5421.65,5462.85,5434.704853,7542,622,40988544,6477,85.88,153.25,-48.15
29-Jan-16,5474,5499,5467.5,5490.6,5484.379458,1402,360,7689100,873,62.27,31.5,16.6
28-Jan-16,5485,5491.75,5451,5474.15,5471.273075,2091,644,11440432,822,39.31,40.75,-10.85
27-Jan-16,5461.25,5493.6,5450.4,5485,5485.007653,1176,347,6450369,595,50.6,43.2,23.75
25-Jan-16,5493.55,5507.1,5457.6,5464.05,5481.887538,1645,430,9017705,426,25.9,49.5,-29.5
22-Jan-16,5454.15,5509.95,5439,5452.35,5471.392015,2630,789,14389761,1319,50.15,70.95,-1.8
21-Jan-16,5487.85,5495.35,5412.05,5445.4,5466.354267,1863,619,10183818,829,44.5,83.3,-42.45
20-Jan-16,5422.3,5510,5390,5471.15,5427.298778,2373,742,12878980,857,36.11,120,48.85
19-Jan-16,5460.85,5481.15,5391.3,5430.55,5426.288073,20172,721,109459083,19061,94.49,89.85,-30.3
